transaction_id,sender_id,receiver_id,amount,timestamp
TXN_0030,ACC_PAYROLL_001,ACC_EMP_1030,2500.00,2024-01-15 09:29:00
TXN_0031,ACC_PAYROLL_001,ACC_EMP_1031,2500.00,2024-01-15 09:30:00
TXN_0032,ACC_PAYROLL_001,ACC_EMP_1032,2500.00,2024-01-15 09:31:00
TXN_0033,ACC_PAYROLL_001,ACC_EMP_1033,2500.00,2024-01-15 09:32:00
TXN_0034,ACC_PAYROLL_001,ACC_EMP_1034,2500.00,2024-01-15 09:33:00
TXN_0035,ACC_PAYROLL_001,ACC_EMP_1035,2500.00,2024-01-15 09:34:00
TXN_0036,ACC_PAYROLL_001,ACC_EMP_1036,2500.00,2024-01-15 09:35:00
TXN_0037,ACC_PAYROLL_001,ACC_EMP_1037,2500.00,2024-01-15 09:36:00
TXN_0038,ACC_PAYROLL_001,ACC_EMP_1038,2500.00,2024-01-15 09:37:00
TXN_0039,ACC_PAYROLL_001,ACC_EMP_1039,2500.00,2024-01-15 09:38:00
TXN_0040,ACC_PAYROLL_001,ACC_EMP_1040,2500.00,2024-01-15 09:39:00
TXN_0041,ACC_PAYROLL_001,ACC_EMP_1041,2500.00,2024-01-15 09:40:00
TXN_0042,ACC_PAYROLL_001,ACC_EMP_1042,2500.00,2024-01-15 09:41:00
TXN_0043,ACC_PAYROLL_001,ACC_EMP_1043,2500.00,2024-01-15 09:42:00
TXN_0044,ACC_PAYROLL_001,ACC_EMP_1044,2500.00,2024-01-15 09:43:00
TXN_0045,ACC_PAYROLL_001,ACC_EMP_1045,2500.00,2024-01-15 09:44:00
TXN_0046,ACC_PAYROLL_001,ACC_EMP_1046,2500.00,2024-01-15 09:45:00
TXN_0047,ACC_PAYROLL_001,ACC_EMP_1047,2500.00,2024-01-15 09:46:00
TXN_0048,ACC_PAYROLL_001,ACC_EMP_1048,2500.00,2024-01-15 09:47:00
TXN_0049,ACC_PAYROLL_001,ACC_EMP_1049,2500.00,2024-01-15 09:48:00
TXN_0050,ACC_PAYROLL_001,ACC_EMP_1050,2500.00,2024-01-15 09:49:00
TXN_0051,ACC_MERCHANT_001,ACC_CUST_1001,45.50,2024-01-15 10:15:00
TXN_0052,ACC_MERCHANT_001,ACC_CUST_1002,32.20,2024-01-15 10:16:00
TXN_0053,ACC_MERCHANT_001,ACC_CUST_1003,78.90,2024-01-15 10:17:00
TXN_0054,ACC_MERCHANT_001,ACC_CUST_1004,23.45,2024-01-15 10:18:00
TXN_0055,ACC_MERCHANT_001,ACC_CUST_1005,67.80,2024-01-15 10:19:00
TXN_0056,ACC_MERCHANT_001,ACC_CUST_1006,89.10,2024-01-15 10:20:00
TXN_0057,ACC_MERCHANT_001,ACC_CUST_1007,12.30,2024-01-15 10:21:00
TXN_0058,ACC_MERCHANT_001,ACC_CUST_1008,56.70,2024-01-15 10:22:00
TXN_0059,ACC_MERCHANT_001,ACC_CUST_1009,34.90,2024-01-15 10:23:00
TXN_0060,ACC_MERCHANT_001,ACC_CUST_1010,91.20,2024-01-15 10:24:00
TXN_0061,ACC_MERCHANT_001,ACC_CUST_1011,43.60,2024-01-15 10:25:00
TXN_0062,ACC_MERCHANT_001,ACC_CUST_1012,28.40,2024-01-15 10:26:00
TXN_0063,ACC_MERCHANT_001,ACC_CUST_1013,77.30,2024-01-15 10:27:00
TXN_0064,ACC_MERCHANT_001,ACC_CUST_1014,15.80,2024-01-15 10:28:00
TXN_0065,ACC_MERCHANT_001,ACC_CUST_1015,64.20,2024-01-15 10:29:00
TXN_0066,ACC_MERCHANT_001,ACC_CUST_1016,39.70,2024-01-15 10:30:00
TXN_0067,ACC_MERCHANT_001,ACC_CUST_1017,82.50,2024-01-15 10:31:00
TXN_0068,ACC_MERCHANT_001,ACC_CUST_1018,27.90,2024-01-15 10:32:00
TXN_0069,ACC_MERCHANT_001,ACC_CUST_1019,51.30,2024-01-15 10:33:00
TXN_0070,ACC_MERCHANT_001,ACC_CUST_1020,73.60,2024-01-15 10:34:00
TXN_0071,ACC_MERCHANT_001,ACC_CUST_1021,18.40,2024-01-15 10:35:00
TXN_0072,ACC_MERCHANT_001,ACC_CUST_1022,95.20,2024-01-15 10:36:00
TXN_0073,ACC_MERCHANT_001,ACC_CUST_1023,36.80,2024-01-15 10:37:00
TXN_0074,ACC_MERCHANT_001,ACC_CUST_1024,62.10,2024-01-15 10:38:00
TXN_0075,ACC_MERCHANT_001,ACC_CUST_1025,44.70,2024-01-15 10:39:00
TXN_0076,ACC_MERCHANT_001,ACC_CUST_1026,88.30,2024-01-15 10:40:00
TXN_0077,ACC_MERCHANT_001,ACC_CUST_1027,29.50,2024-01-15 10:41:00
TXN_0078,ACC_MERCHANT_001,ACC_CUST_1028,71.90,2024-01-15 10:42:00
TXN_0079,ACC_MERCHANT_001,ACC_CUST_1029,53.20,2024-01-15 10:43:00
TXN_0080,ACC_MERCHANT_001,ACC_CUST_1030,37.60,2024-01-15 10:44:00
TXN_0081,ACC_MERCHANT_001,ACC_CUST_1031,84.70,2024-01-15 10:45:00
TXN_0082,ACC_MERCHANT_001,ACC_CUST_1032,26.30,2024-01-15 10:46:00
TXN_0083,ACC_MERCHANT_001,ACC_CUST_1033,59.80,2024-01-15 10:47:00
TXN_0084,ACC_MERCHANT_001,ACC_CUST_1034,93.40,2024-01-15 10:48:00
TXN_0085,ACC_MERCHANT_001,ACC_CUST_1035,31.70,2024-01-15 10:49:00
TXN_0086,ACC_MERCHANT_001,ACC_CUST_1036,68.20,2024-01-15 10:50:00
TXN_0087,ACC_MERCHANT_001,ACC_CUST_1037,47.90,2024-01-15 10:51:00
TXN_0088,ACC_MERCHANT_001,ACC_CUST_1038,74.50,2024-01-15 10:52:00
TXN_0089,ACC_MERCHANT_001,ACC_CUST_1039,21.60,2024-01-15 10:53:00
TXN_0090,ACC_MERCHANT_001,ACC_CUST_1040,86.30,2024-01-15 10:54:00
TXN_0091,ACC_MERCHANT_001,ACC_CUST_1041,38.20,2024-01-15 10:55:00
TXN_0092,ACC_MERCHANT_001,ACC_CUST_1042,72.80,2024-01-15 10:56:00
TXN_0093,ACC_MERCHANT_001,ACC_CUST_1043,54.10,2024-01-15 10:57:00
TXN_0094,ACC_MERCHANT_001,ACC_CUST_1044,19.70,2024-01-15 10:58:00
TXN_0095,ACC_MERCHANT_001,ACC_CUST_1045,66.40,2024-01-15 10:59:00
TXN_0096,ACC_MERCHANT_001,ACC_CUST_1046,42.90,2024-01-15 11:00:00
TXN_0097,ACC_MERCHANT_001,ACC_CUST_1047,83.60,2024-01-15 11:01:00
TXN_0098,ACC_MERCHANT_001,ACC_CUST_1048,28.70,2024-01-15 11:02:00
TXN_0099,ACC_MERCHANT_001,ACC_CUST_1049,61.30,2024-01-15 11:03:00
TXN_0100,ACC_MERCHANT_001,ACC_CUST_1050,77.80,2024-01-15 11:04:00

-- FRAUD PATTERN 1: CYCLE OF LENGTH 3 (MONEY MULING RING)
TXN_0101,ACC_MULE_001,ACC_MULE_002,500.00,2024-01-15 14:30:00
TXN_0102,ACC_MULE_002,ACC_MULE_003,500.00,2024-01-15 14:35:00
TXN_0103,ACC_MULE_003,ACC_MULE_001,500.00,2024-01-15 14:40:00
TXN_0104,ACC_MULE_001,ACC_MULE_002,450.00,2024-01-15 15:30:00
TXN_0105,ACC_MULE_002,ACC_MULE_003,450.00,2024-01-15 15:35:00
TXN_0106,ACC_MULE_003,ACC_MULE_001,450.00,2024-01-15 15:40:00
TXN_0107,ACC_MULE_001,ACC_MULE_002,600.00,2024-01-16 10:30:00
TXN_0108,ACC_MULE_002,ACC_MULE_003,600.00,2024-01-16 10:35:00
TXN_0109,ACC_MULE_003,ACC_MULE_001,600.00,2024-01-16 10:40:00

-- FRAUD PATTERN 2: CYCLE OF LENGTH 4
TXN_0110,ACC_MULE_004,ACC_MULE_005,300.00,2024-01-15 16:00:00
TXN_0111,ACC_MULE_005,ACC_MULE_006,300.00,2024-01-15 16:05:00
TXN_0112,ACC_MULE_006,ACC_MULE_007,300.00,2024-01-15 16:10:00
TXN_0113,ACC_MULE_007,ACC_MULE_004,300.00,2024-01-15 16:15:00
TXN_0114,ACC_MULE_004,ACC_MULE_005,350.00,2024-01-16 09:00:00
TXN_0115,ACC_MULE_005,ACC_MULE_006,350.00,2024-01-16 09:05:00
TXN_0116,ACC_MULE_006,ACC_MULE_007,350.00,2024-01-16 09:10:00
TXN_0117,ACC_MULE_007,ACC_MULE_004,350.00,2024-01-16 09:15:00

-- FRAUD PATTERN 3: FAN-IN (10+ senders to 1 receiver)
TXN_0118,ACC_SENDER_001,ACC_BOSS_001,100.00,2024-01-15 18:00:00
TXN_0119,ACC_SENDER_002,ACC_BOSS_001,150.00,2024-01-15 18:05:00
TXN_0120,ACC_SENDER_003,ACC_BOSS_001,200.00,2024-01-15 18:10:00
TXN_0121,ACC_SENDER_004,ACC_BOSS_001,120.00,2024-01-15 18:15:00
TXN_0122,ACC_SENDER_005,ACC_BOSS_001,180.00,2024-01-15 18:20:00
TXN_0123,ACC_SENDER_006,ACC_BOSS_001,90.00,2024-01-15 18:25:00
TXN_0124,ACC_SENDER_007,ACC_BOSS_001,210.00,2024-01-15 18:30:00
TXN_0125,ACC_SENDER_008,ACC_BOSS_001,130.00,2024-01-15 18:35:00
TXN_0126,ACC_SENDER_009,ACC_BOSS_001,170.00,2024-01-15 18:40:00
TXN_0127,ACC_SENDER_010,ACC_BOSS_001,140.00,2024-01-15 18:45:00
TXN_0128,ACC_SENDER_011,ACC_BOSS_001,160.00,2024-01-15 18:50:00
TXN_0129,ACC_SENDER_012,ACC_BOSS_001,110.00,2024-01-15 18:55:00

-- FRAUD PATTERN 4: FAN-OUT (1 sender to 10+ receivers)
TXN_0130,ACC_DISTRIBUTOR_001,ACC_RECV_001,50.00,2024-01-16 08:00:00
TXN_0131,ACC_DISTRIBUTOR_001,ACC_RECV_002,50.00,2024-01-16 08:01:00
TXN_0132,ACC_DISTRIBUTOR_001,ACC_RECV_003,50.00,2024-01-16 08:02:00
TXN_0133,ACC_DISTRIBUTOR_001,ACC_RECV_004,50.00,2024-01-16 08:03:00
TXN_0134,ACC_DISTRIBUTOR_001,ACC_RECV_005,50.00,2024-01-16 08:04:00
TXN_0135,ACC_DISTRIBUTOR_001,ACC_RECV_006,50.00,2024-01-16 08:05:00
TXN_0136,ACC_DISTRIBUTOR_001,ACC_RECV_007,50.00,2024-01-16 08:06:00
TXN_0137,ACC_DISTRIBUTOR_001,ACC_RECV_008,50.00,2024-01-16 08:07:00
TXN_0138,ACC_DISTRIBUTOR_001,ACC_RECV_009,50.00,2024-01-16 08:08:00
TXN_0139,ACC_DISTRIBUTOR_001,ACC_RECV_010,50.00,2024-01-16 08:09:00
TXN_0140,ACC_DISTRIBUTOR_001,ACC_RECV_011,50.00,2024-01-16 08:10:00
TXN_0141,ACC_DISTRIBUTOR_001,ACC_RECV_012,50.00,2024-01-16 08:11:00
TXN_0142,ACC_DISTRIBUTOR_001,ACC_RECV_013,50.00,2024-01-16 08:12:00
TXN_0143,ACC_DISTRIBUTOR_001,ACC_RECV_014,50.00,2024-01-16 08:13:00
TXN_0144,ACC_DISTRIBUTOR_001,ACC_RECV_015,50.00,2024-01-16 08:14:00

-- FRAUD PATTERN 5: SHELL NETWORK (3+ hops with low transaction counts)
TXN_0145,ACC_ORIGIN_001,ACC_SHELL_001,1000.00,2024-01-16 11:00:00
TXN_0146,ACC_SHELL_001,ACC_SHELL_002,990.00,2024-01-16 11:05:00
TXN_0147,ACC_SHELL_002,ACC_SHELL_003,980.00,2024-01-16 11:10:00
TXN_0148,ACC_SHELL_003,ACC_SHELL_004,970.00,2024-01-16 11:15:00
TXN_0149,ACC_SHELL_004,ACC_DEST_001,960.00,2024-01-16 11:20:00
TXN_0150,ACC_ORIGIN_002,ACC_SHELL_005,2000.00,2024-01-16 13:00:00
TXN_0151,ACC_SHELL_005,ACC_SHELL_006,1950.00,2024-01-16 13:05:00
TXN_0152,ACC_SHELL_006,ACC_SHELL_007,1900.00,2024-01-16 13:10:00
TXN_0153,ACC_SHELL_007,ACC_DEST_002,1850.00,2024-01-16 13:15:00

-- Continue with more transactions to reach 10K...
-- PATTERN 6: MIXED PATTERNS (Cycle + Fan-out)
TXN_0200,ACC_MIX_001,ACC_MIX_002,75.00,2024-01-16 14:00:00
TXN_0201,ACC_MIX_002,ACC_MIX_003,75.00,2024-01-16 14:05:00
TXN_0202,ACC_MIX_003,ACC_MIX_001,75.00,2024-01-16 14:10:00
TXN_0203,ACC_MIX_001,ACC_MIX_004,75.00,2024-01-16 15:00:00
TXN_0204,ACC_MIX_001,ACC_MIX_005,75.00,2024-01-16 15:05:00
TXN_0205,ACC_MIX_001,ACC_MIX_006,75.00,2024-01-16 15:10:00
TXN_0206,ACC_MIX_001,ACC_MIX_007,75.00,2024-01-16 15:15:00
TXN_0207,ACC_MIX_001,ACC_MIX_008,75.00,2024-01-16 15:20:00
TXN_0208,ACC_MIX_001,ACC_MIX_009,75.00,2024-01-16 15:25:00
TXN_0209,ACC_MIX_001,ACC_MIX_010,75.00,2024-01-16 15:30:00

-- Legitimate Business Transactions
TXN_0300,ACC_BUSINESS_A,ACC_BUSINESS_B,15000.00,2024-01-17 09:00:00
TXN_0301,ACC_BUSINESS_B,ACC_BUSINESS_C,14500.00,2024-01-17 10:00:00
TXN_0302,ACC_BUSINESS_C,ACC_BUSINESS_D,14000.00,2024-01-17 11:00:00
TXN_0303,ACC_BUSINESS_D,ACC_BUSINESS_E,13500.00,2024-01-17 12:00:00
TXN_0304,ACC_BUSINESS_E,ACC_BUSINESS_F,13000.00,2024-01-17 13:00:00
TXN_0305,ACC_BUSINESS_F,ACC_BUSINESS_G,12500.00,2024-01-17 14:00:00
TXN_0306,ACC_BUSINESS_G,ACC_BUSINESS_H,12000.00,2024-01-17 15:00:00
TXN_0307,ACC_BUSINESS_H,ACC_BUSINESS_I,11500.00,2024-01-17 16:00:00
TXN_0308,ACC_BUSINESS_I,ACC_BUSINESS_J,11000.00,2024-01-17 17:00:00
